"X1558","X1567","X3B","X3B.1"
1730,1815,"4A","4A"
1757,1778,"1A","1A"
1890,1898,"2B","2B"
1427,1431,"5B","5B"
1429,1434,"5B","5B"
1429,1482,"5B","5B"
1431,1824,"5B","Teachers"
1458,1637,"5A","5A"
1475,1482,"5B","5B"
1482,1592,"5B","5B"
1501,1502,"5A","5A"
1503,1524,"4A","4A"
1552,1555,"3B","3B"
1552,1712,"3B","3B"
1558,1731,"3B","3B"
1567,1727,"3B","3B"
1579,1712,"3B","3B"
1601,1892,"4B","4B"
1663,1688,"1B","1B"
1711,1752,"1A","1A"
1718,1887,"2B","2B"
1757,1778,"1A","1A"
1778,1792,"1A","1A"
1801,1822,"3A","3A"
1426,1443,"5B","5B"
1427,1431,"5B","5B"
1458,1461,"5A","5A"
1458,1637,"5A","5A"
1475,1482,"5B","5B"
1475,1592,"5B","5B"
1477,1502,"5A","5A"
1482,1592,"5B","5B"
1528,1539,"4A","4A"
1548,1705,"4A","4A"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1709,1843,"Teachers","3A"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1727,1731,"3B","3B"
1730,1815,"4A","4A"
1749,1883,"2B","2B"
1759,1767,"1A","1A"
1801,1843,"3A","3A"
1801,1859,"3A","3A"
1821,1847,"4B","4B"
1426,1443,"5B","5B"
1477,1502,"5A","5A"
1479,1495,"5A","5A"
1501,1502,"5A","5A"
1504,1705,"4A","4A"
1552,1555,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1656,1673,"1B","1B"
1661,1908,"1B","1B"
1663,1684,"1B","1B"
1673,1765,"1B","1B"
1702,1854,"2B","2B"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1737,1780,"3A","3A"
1759,1767,"1A","1A"
1802,1803,"4B","4B"
1877,1890,"2B","2B"
1429,1431,"5B","5B"
1429,1482,"5B","5B"
1457,1498,"5A","5A"
1458,1461,"5A","5A"
1458,1516,"5A","5A"
1458,1637,"5A","5A"
1477,1493,"5A","5A"
1482,1592,"5B","5B"
1501,1502,"5A","5A"
1552,1555,"3B","3B"
1558,1574,"3B","3B"
1558,1727,"3B","3B"
1592,1824,"5B","Teachers"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1656,1675,"1B","1B"
1656,1765,"1B","1B"
1661,1908,"1B","1B"
1666,1674,"1B","1B"
1673,1765,"1B","1B"
1675,1697,"1B","1B"
1675,1765,"1B","1B"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1720,1737,"3A","3A"
1727,1735,"3B","3B"
1730,1815,"4A","4A"
1737,1780,"3A","3A"
1757,1789,"1A","1A"
1855,1872,"2B","2B"
1877,1890,"2B","2B"
1890,1898,"2B","2B"
1434,1465,"5B","5B"
1457,1498,"5A","5A"
1458,1516,"5A","5A"
1459,1495,"5A","5A"
1465,1482,"5B","5B"
1468,1522,"5A","5A"
1477,1502,"5A","5A"
1558,1574,"3B","3B"
1567,1727,"3B","3B"
1592,1824,"5B","Teachers"
1601,1892,"4B","4B"
1656,1673,"1B","1B"
1661,1908,"1B","1B"
1673,1765,"1B","1B"
1674,1912,"1B","1B"
1706,1887,"2B","2B"
1709,1801,"Teachers","3A"
1757,1778,"1A","1A"
1757,1792,"1A","1A"
1761,1789,"1A","1A"
1782,1859,"3A","3A"
1835,1892,"4B","4B"
1847,1857,"4B","4B"
1877,1890,"2B","2B"
1457,1522,"5A","5A"
1458,1637,"5A","5A"
1516,1751,"5A","5A"
1546,1548,"4A","4A"
1558,1574,"3B","3B"
1567,1727,"3B","3B"
1592,1824,"5B","Teachers"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1663,1680,"1B","1B"
1664,1687,"1B","1B"
1719,1748,"3A","3A"
1749,1863,"2B","2B"
1757,1778,"1A","1A"
1761,1789,"1A","1A"
1764,1774,"1A","1A"
1770,1774,"1A","1A"
1821,1857,"4B","4B"
1855,1872,"2B","2B"
1877,1890,"2B","2B"
1426,1427,"5B","5B"
1427,1430,"5B","5B"
1434,1824,"5B","Teachers"
1458,1459,"5A","5A"
1458,1461,"5A","5A"
1458,1637,"5A","5A"
1516,1751,"5A","5A"
1592,1824,"5B","Teachers"
1702,1889,"2B","2B"
1737,1909,"3A","3A"
1749,1863,"2B","2B"
1761,1789,"1A","1A"
1764,1774,"1A","1A"
1780,1909,"3A","3A"
1855,1872,"2B","2B"
1877,1890,"2B","2B"
1426,1427,"5B","5B"
1439,1585,"5B","5B"
1495,1637,"5A","5A"
1500,1528,"4A","4A"
1503,1524,"4A","4A"
1546,1548,"4A","4A"
1558,1574,"3B","3B"
1558,1727,"3B","3B"
1601,1892,"4B","4B"
1718,1887,"2B","2B"
1735,1746,"3B","Teachers"
1737,1780,"3A","3A"
1737,1801,"3A","3A"
1738,1780,"3A","3A"
1749,1863,"2B","2B"
1801,1909,"3A","3A"
1877,1890,"2B","2B"
1427,1441,"5B","5B"
1434,1824,"5B","Teachers"
1458,1495,"5A","5A"
1503,1524,"4A","4A"
1545,1837,"4A","4A"
1546,1548,"4A","4A"
1558,1727,"3B","3B"
1574,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1650,1718,"Teachers","2B"
1650,1743,"Teachers","2B"
1650,1887,"Teachers","2B"
1695,1697,"1B","1B"
1706,1887,"2B","2B"
1709,1780,"Teachers","3A"
1718,1887,"2B","2B"
1732,1889,"2B","2B"
1738,1780,"3A","3A"
1749,1863,"2B","2B"
1778,1789,"1A","1A"
1778,1792,"1A","1A"
1807,1880,"4B","4B"
1847,1857,"4B","4B"
1458,1461,"5A","5A"
1480,1489,"5B","5B"
1493,1502,"5A","5A"
1532,1546,"4A","4A"
1558,1727,"3B","3B"
1574,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1650,1718,"Teachers","2B"
1650,1743,"Teachers","2B"
1653,1837,"Teachers","4A"
1702,1854,"2B","2B"
1723,1843,"3A","3A"
1749,1863,"2B","2B"
1757,1789,"1A","1A"
1801,1859,"3A","3A"
1803,1857,"4B","4B"
1807,1880,"4B","4B"
1429,1482,"5B","5B"
1431,1824,"5B","Teachers"
1437,1563,"5B","5B"
1458,1493,"5A","5A"
1551,1572,"3B","3B"
1558,1727,"3B","3B"
1574,1727,"3B","3B"
1606,1616,"2A","2A"
1656,1673,"1B","1B"
1663,1675,"1B","1B"
1673,1675,"1B","1B"
1719,1748,"3A","3A"
1749,1863,"2B","2B"
1752,1792,"1A","1A"
1757,1789,"1A","1A"
1807,1880,"4B","4B"
1429,1482,"5B","5B"
1431,1824,"5B","Teachers"
1458,1461,"5A","5A"
1501,1502,"5A","5A"
1516,1751,"5A","5A"
1558,1574,"3B","3B"
1558,1727,"3B","3B"
1574,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1656,1673,"1B","1B"
1656,1675,"1B","1B"
1664,1687,"1B","1B"
1666,1674,"1B","1B"
1670,1912,"1B","1B"
1673,1675,"1B","1B"
1673,1765,"1B","1B"
1675,1698,"1B","1B"
1675,1765,"1B","1B"
1697,1765,"1B","1B"
1711,1767,"1A","1A"
1737,1801,"3A","3A"
1743,1887,"2B","2B"
1431,1482,"5B","5B"
1431,1824,"5B","Teachers"
1501,1502,"5A","5A"
1516,1751,"5A","5A"
1558,1727,"3B","3B"
1574,1727,"3B","3B"
1606,1616,"2A","2A"
1664,1779,"1B","1B"
1670,1674,"1B","1B"
1673,1675,"1B","1B"
1673,1765,"1B","1B"
1706,1861,"2B","2B"
1732,1889,"2B","2B"
1737,1780,"3A","3A"
1738,1780,"3A","3A"
1770,1774,"1A","1A"
1780,1843,"3A","3A"
1431,1824,"5B","Teachers"
1437,1563,"5B","5B"
1459,1483,"5A","5A"
1477,1501,"5A","5A"
1479,1495,"5A","5A"
1482,1592,"5B","5B"
1482,1824,"5B","Teachers"
1493,1501,"5A","5A"
1495,1668,"5A","Teachers"
1516,1751,"5A","5A"
1555,1727,"3B","3B"
1558,1567,"3B","3B"
1558,1727,"3B","3B"
1574,1579,"3B","3B"
1574,1727,"3B","3B"
1685,1727,"3B","3B"
1706,1861,"2B","2B"
1706,1887,"2B","2B"
1708,1887,"2B","2B"
1718,1887,"2B","2B"
1732,1889,"2B","2B"
1737,1780,"3A","3A"
1738,1780,"3A","3A"
1770,1774,"1A","1A"
1807,1880,"4B","4B"
1431,1824,"5B","Teachers"
1437,1563,"5B","5B"
1458,1461,"5A","5A"
1479,1495,"5A","5A"
1482,1824,"5B","Teachers"
1501,1751,"5A","5A"
1504,1705,"4A","4A"
1516,1751,"5A","5A"
1521,1857,"Teachers","4B"
1558,1727,"3B","3B"
1574,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1706,1861,"2B","2B"
1711,1752,"1A","1A"
1718,1887,"2B","2B"
1719,1833,"3A","3A"
1737,1780,"3A","3A"
1748,1833,"3A","3A"
1770,1774,"1A","1A"
1780,1909,"3A","3A"
1835,1892,"4B","4B"
1429,1471,"5B","5B"
1437,1563,"5B","5B"
1458,1459,"5A","5A"
1461,1493,"5A","5A"
1482,1578,"5B","5B"
1482,1824,"5B","Teachers"
1504,1705,"4A","4A"
1516,1751,"5A","5A"
1558,1727,"3B","3B"
1574,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1711,1752,"1A","1A"
1719,1748,"3A","3A"
1719,1833,"3A","3A"
1732,1889,"2B","2B"
1737,1780,"3A","3A"
1748,1833,"3A","3A"
1770,1774,"1A","1A"
1822,1859,"3A","3A"
1429,1471,"5B","5B"
1429,1489,"5B","5B"
1430,1482,"5B","5B"
1437,1563,"5B","5B"
1493,1516,"5A","5A"
1533,1815,"4A","4A"
1558,1727,"3B","3B"
1606,1616,"2A","2A"
1656,1673,"1B","1B"
1670,1674,"1B","1B"
1719,1723,"3A","3A"
1719,1748,"3A","3A"
1719,1782,"3A","3A"
1801,1859,"3A","3A"
1807,1880,"4B","4B"
1890,1898,"2B","2B"
1429,1489,"5B","5B"
1430,1482,"5B","5B"
1437,1563,"5B","5B"
1458,1493,"5A","5A"
1486,1585,"5B","5B"
1493,1516,"5A","5A"
1504,1519,"4A","4A"
1504,1705,"4A","4A"
1516,1751,"5A","5A"
1533,1815,"4A","4A"
1549,1653,"4A","Teachers"
1558,1574,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1650,1898,"Teachers","2B"
1653,1705,"Teachers","4A"
1711,1759,"1A","1A"
1719,1859,"3A","3A"
1720,1909,"3A","3A"
1743,1887,"2B","2B"
1782,1859,"3A","3A"
1801,1859,"3A","3A"
1807,1880,"4B","4B"
1855,1872,"2B","2B"
1429,1489,"5B","5B"
1434,1471,"5B","5B"
1437,1563,"5B","5B"
1471,1480,"5B","5B"
1504,1837,"4A","4A"
1516,1751,"5A","5A"
1549,1653,"4A","Teachers"
1601,1892,"4B","4B"
1713,1749,"2B","2B"
1719,1859,"3A","3A"
1737,1909,"3A","3A"
1738,1780,"3A","3A"
1782,1859,"3A","3A"
1807,1880,"4B","4B"
1854,1889,"2B","2B"
1429,1489,"5B","5B"
1431,1824,"5B","Teachers"
1458,1459,"5A","5A"
1477,1493,"5A","5A"
1500,1504,"4A","4A"
1504,1545,"4A","4A"
1516,1751,"5A","5A"
1558,1727,"3B","3B"
1606,1616,"2A","2A"
1666,1682,"1B","1B"
1670,1674,"1B","1B"
1713,1749,"2B","2B"
1719,1859,"3A","3A"
1737,1780,"3A","3A"
1789,1792,"1A","1A"
1807,1880,"4B","4B"
1426,1429,"5B","5B"
1429,1578,"5B","5B"
1429,1824,"5B","Teachers"
1431,1475,"5B","5B"
1458,1459,"5A","5A"
1458,1483,"5A","5A"
1471,1480,"5B","5B"
1479,1495,"5A","5A"
1516,1751,"5A","5A"
1558,1574,"3B","3B"
1558,1727,"3B","3B"
1560,1731,"3B","3B"
1578,1824,"5B","Teachers"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1632,1847,"4B","4B"
1656,1673,"1B","1B"
1656,1698,"1B","1B"
1663,1680,"1B","1B"
1663,1684,"1B","1B"
1663,1697,"1B","1B"
1664,1779,"1B","1B"
1698,1765,"1B","1B"
1711,1759,"1A","1A"
1737,1780,"3A","3A"
1737,1909,"3A","3A"
1779,1908,"1B","1B"
1807,1880,"4B","4B"
1890,1898,"2B","2B"
1912,1920,"1B","1B"
1426,1824,"5B","Teachers"
1429,1441,"5B","5B"
1458,1459,"5A","5A"
1458,1461,"5A","5A"
1480,1489,"5B","5B"
1493,1502,"5A","5A"
1516,1751,"5A","5A"
1558,1574,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1650,1851,"Teachers","2B"
1656,1673,"1B","1B"
1698,1765,"1B","1B"
1711,1759,"1A","1A"
1718,1887,"2B","2B"
1720,1909,"3A","3A"
1737,1909,"3A","3A"
1749,1883,"2B","2B"
1779,1908,"1B","1B"
1426,1592,"5B","5B"
1443,1475,"5B","5B"
1451,1452,"5A","5A"
1458,1459,"5A","5A"
1461,1501,"5A","5A"
1532,1533,"4A","4A"
1592,1824,"5B","Teachers"
1601,1892,"4B","4B"
1650,1851,"Teachers","2B"
1702,1854,"2B","2B"
1711,1759,"1A","1A"
1737,1780,"3A","3A"
1737,1909,"3A","3A"
1748,1833,"3A","3A"
1764,1774,"1A","1A"
1767,1787,"1A","1A"
1854,1889,"2B","2B"
1429,1471,"5B","5B"
1429,1824,"5B","Teachers"
1458,1459,"5A","5A"
1458,1461,"5A","5A"
1461,1501,"5A","5A"
1480,1489,"5B","5B"
1532,1533,"4A","4A"
1552,1712,"3B","3B"
1558,1579,"3B","3B"
1592,1824,"5B","Teachers"
1680,1684,"1B","1B"
1702,1854,"2B","2B"
1711,1759,"1A","1A"
1757,1778,"1A","1A"
1778,1789,"1A","1A"
1778,1792,"1A","1A"
1426,1429,"5B","5B"
1451,1520,"5A","5A"
1458,1459,"5A","5A"
1461,1501,"5A","5A"
1480,1489,"5B","5B"
1532,1533,"4A","4A"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1680,1684,"1B","1B"
1711,1759,"1A","1A"
1778,1789,"1A","1A"
1835,1836,"4B","4B"
1855,1872,"2B","2B"
1435,1578,"5B","5B"
1435,1824,"5B","Teachers"
1439,1578,"5B","5B"
1458,1493,"5A","5A"
1480,1489,"5B","5B"
1516,1751,"5A","5A"
1525,1528,"4A","4A"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1663,1697,"1B","1B"
1680,1684,"1B","1B"
1711,1759,"1A","1A"
1836,1885,"4B","4B"
1435,1578,"5B","5B"
1435,1824,"5B","Teachers"
1458,1493,"5A","5A"
1459,1637,"5A","5A"
1475,1585,"5B","5B"
1480,1489,"5B","5B"
1516,1751,"5A","5A"
1558,1567,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1656,1673,"1B","1B"
1663,1673,"1B","1B"
1664,1908,"1B","1B"
1666,1920,"1B","1B"
1681,1765,"1B","1B"
1801,1859,"3A","3A"
1435,1578,"5B","5B"
1435,1824,"5B","Teachers"
1439,1486,"5B","5B"
1439,1585,"5B","5B"
1458,1477,"5A","5A"
1458,1493,"5A","5A"
1486,1585,"5B","5B"
1503,1524,"4A","4A"
1516,1751,"5A","5A"
1578,1824,"5B","Teachers"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1632,1847,"4B","4B"
1661,1663,"1B","1B"
1661,1664,"1B","1B"
1661,1687,"1B","1B"
1663,1695,"1B","1B"
1664,1696,"1B","1B"
1664,1908,"1B","1B"
1670,1674,"1B","1B"
1675,1681,"1B","1B"
1702,1889,"2B","2B"
1718,1855,"2B","2B"
1730,1815,"4A","4A"
1749,1863,"2B","2B"
1757,1761,"1A","1A"
1757,1778,"1A","1A"
1778,1792,"1A","1A"
1435,1578,"5B","5B"
1457,1498,"5A","5A"
1458,1493,"5A","5A"
1486,1585,"5B","5B"
1503,1524,"4A","4A"
1516,1751,"5A","5A"
1545,1837,"4A","4A"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1632,1847,"4B","4B"
1663,1697,"1B","1B"
1664,1908,"1B","1B"
1673,1675,"1B","1B"
1702,1854,"2B","2B"
1702,1889,"2B","2B"
1720,1737,"3A","3A"
1757,1761,"1A","1A"
1757,1778,"1A","1A"
1778,1792,"1A","1A"
1854,1889,"2B","2B"
1877,1890,"2B","2B"
1890,1898,"2B","2B"
1912,1920,"1B","1B"
1457,1498,"5A","5A"
1458,1493,"5A","5A"
1475,1824,"5B","Teachers"
1480,1489,"5B","5B"
1516,1751,"5A","5A"
1545,1837,"4A","4A"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1661,1908,"1B","1B"
1663,1675,"1B","1B"
1673,1675,"1B","1B"
1698,1765,"1B","1B"
1702,1854,"2B","2B"
1718,1887,"2B","2B"
1761,1789,"1A","1A"
1778,1792,"1A","1A"
1805,1880,"4B","4B"
1457,1498,"5A","5A"
1458,1493,"5A","5A"
1475,1824,"5B","Teachers"
1500,1519,"4A","4A"
1500,1545,"4A","4A"
1516,1751,"5A","5A"
1552,1685,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1650,1851,"Teachers","2B"
1656,1673,"1B","1B"
1656,1675,"1B","1B"
1702,1889,"2B","2B"
1704,1713,"2B","2B"
1706,1887,"2B","2B"
1711,1759,"1A","1A"
1718,1855,"2B","2B"
1718,1887,"2B","2B"
1749,1883,"2B","2B"
1757,1789,"1A","1A"
1767,1775,"1A","1A"
1775,1787,"1A","1A"
1789,1792,"1A","1A"
1802,1803,"4B","4B"
1457,1498,"5A","5A"
1475,1824,"5B","Teachers"
1516,1751,"5A","5A"
1521,1888,"Teachers","4B"
1532,1533,"4A","4A"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1702,1889,"2B","2B"
1704,1713,"2B","2B"
1711,1759,"1A","1A"
1718,1855,"2B","2B"
1737,1909,"3A","3A"
1739,1872,"2B","2B"
1749,1863,"2B","2B"
1757,1778,"1A","1A"
1757,1789,"1A","1A"
1757,1792,"1A","1A"
1767,1775,"1A","1A"
1778,1789,"1A","1A"
1778,1792,"1A","1A"
1789,1792,"1A","1A"
1457,1498,"5A","5A"
1458,1493,"5A","5A"
1475,1824,"5B","Teachers"
1516,1751,"5A","5A"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1632,1847,"4B","4B"
1680,1688,"1B","1B"
1739,1872,"2B","2B"
1749,1863,"2B","2B"
1757,1778,"1A","1A"
1757,1789,"1A","1A"
1778,1789,"1A","1A"
1778,1792,"1A","1A"
1802,1803,"4B","4B"
1854,1889,"2B","2B"
1458,1498,"5A","5A"
1471,1824,"5B","Teachers"
1475,1824,"5B","Teachers"
1477,1501,"5A","5A"
1479,1495,"5A","5A"
1498,1522,"5A","5A"
1498,1637,"5A","5A"
1516,1751,"5A","5A"
1552,1555,"3B","3B"
1560,1594,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1656,1765,"1B","1B"
1661,1908,"1B","1B"
1663,1680,"1B","1B"
1664,1687,"1B","1B"
1664,1908,"1B","1B"
1673,1698,"1B","1B"
1702,1854,"2B","2B"
1702,1889,"2B","2B"
1730,1815,"4A","4A"
1732,1889,"2B","2B"
1749,1863,"2B","2B"
1757,1792,"1A","1A"
1760,1768,"1A","1A"
1760,1798,"1A","1A"
1768,1798,"1A","1A"
1800,1838,"3A","3A"
1802,1803,"4B","4B"
1819,1888,"4B","4B"
1872,1890,"2B","2B"
1458,1522,"5A","5A"
1475,1824,"5B","Teachers"
1498,1522,"5A","5A"
1504,1519,"4A","4A"
1528,1548,"4A","4A"
1539,1653,"4A","Teachers"
1552,1555,"3B","3B"
1558,1567,"3B","3B"
1578,1824,"5B","Teachers"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1632,1847,"4B","4B"
1675,1765,"1B","1B"
1702,1889,"2B","2B"
1730,1815,"4A","4A"
1757,1778,"1A","1A"
1768,1798,"1A","1A"
1854,1889,"2B","2B"
1429,1439,"5B","5B"
1458,1522,"5A","5A"
1475,1824,"5B","Teachers"
1479,1495,"5A","5A"
1498,1522,"5A","5A"
1552,1555,"3B","3B"
1552,1685,"3B","3B"
1558,1685,"3B","3B"
1578,1824,"5B","Teachers"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1632,1847,"4B","4B"
1702,1889,"2B","2B"
1718,1887,"2B","2B"
1732,1889,"2B","2B"
1737,1909,"3A","3A"
1749,1863,"2B","2B"
1770,1774,"1A","1A"
1775,1787,"1A","1A"
1796,1798,"1A","1A"
1885,1892,"4B","4B"
1451,1522,"5A","5A"
1493,1522,"5A","5A"
1498,1522,"5A","5A"
1552,1555,"3B","3B"
1552,1685,"3B","3B"
1578,1824,"5B","Teachers"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1630,1632,"4B","4B"
1632,1835,"4B","4B"
1702,1889,"2B","2B"
1718,1887,"2B","2B"
1770,1774,"1A","1A"
1778,1789,"1A","1A"
1778,1792,"1A","1A"
1796,1798,"1A","1A"
1435,1824,"5B","Teachers"
1468,1477,"5A","5A"
1493,1522,"5A","5A"
1498,1522,"5A","5A"
1528,1546,"4A","4A"
1552,1555,"3B","3B"
1552,1685,"3B","3B"
1702,1889,"2B","2B"
1718,1887,"2B","2B"
1748,1833,"3A","3A"
1749,1863,"2B","2B"
1778,1792,"1A","1A"
1796,1798,"1A","1A"
1835,1892,"4B","4B"
1861,1887,"2B","2B"
1877,1890,"2B","2B"
1435,1578,"5B","5B"
1458,1498,"5A","5A"
1458,1522,"5A","5A"
1461,1516,"5A","5A"
1498,1522,"5A","5A"
1500,1653,"4A","Teachers"
1516,1751,"5A","5A"
1528,1546,"4A","4A"
1552,1555,"3B","3B"
1552,1685,"3B","3B"
1579,1700,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1702,1889,"2B","2B"
1743,1887,"2B","2B"
1748,1833,"3A","3A"
1749,1863,"2B","2B"
1766,1772,"1A","1A"
1775,1787,"1A","1A"
1778,1792,"1A","1A"
1890,1898,"2B","2B"
1452,1457,"5A","5A"
1458,1522,"5A","5A"
1458,1637,"5A","5A"
1498,1522,"5A","5A"
1552,1555,"3B","3B"
1552,1685,"3B","3B"
1558,1567,"3B","3B"
1606,1616,"2A","2A"
1632,1835,"4B","4B"
1663,1684,"1B","1B"
1666,1674,"1B","1B"
1702,1889,"2B","2B"
1730,1815,"4A","4A"
1748,1782,"3A","3A"
1748,1833,"3A","3A"
1749,1863,"2B","2B"
1757,1789,"1A","1A"
1802,1888,"4B","4B"
1835,1892,"4B","4B"
1458,1637,"5A","5A"
1468,1477,"5A","5A"
1498,1522,"5A","5A"
1552,1555,"3B","3B"
1552,1685,"3B","3B"
1558,1579,"3B","3B"
1558,1685,"3B","3B"
1560,1594,"3B","3B"
1606,1616,"2A","2A"
1632,1835,"4B","4B"
1656,1673,"1B","1B"
1663,1680,"1B","1B"
1663,1697,"1B","1B"
1664,1687,"1B","1B"
1670,1674,"1B","1B"
1673,1765,"1B","1B"
1687,1908,"1B","1B"
1708,1858,"2B","2B"
1711,1759,"1A","1A"
1748,1782,"3A","3A"
1749,1863,"2B","2B"
1766,1772,"1A","1A"
1783,1789,"1A","1A"
1802,1888,"4B","4B"
1847,1892,"4B","4B"
1883,1897,"2B","2B"
1458,1522,"5A","5A"
1458,1637,"5A","5A"
1477,1501,"5A","5A"
1498,1522,"5A","5A"
1521,1892,"Teachers","4B"
1522,1637,"5A","5A"
1551,1572,"3B","3B"
1552,1685,"3B","3B"
1558,1579,"3B","3B"
1558,1685,"3B","3B"
1606,1616,"2A","2A"
1632,1835,"4B","4B"
1663,1680,"1B","1B"
1664,1908,"1B","1B"
1681,1765,"1B","1B"
1698,1765,"1B","1B"
1702,1889,"2B","2B"
1711,1759,"1A","1A"
1749,1863,"2B","2B"
1757,1789,"1A","1A"
1800,1820,"3A","3A"
1819,1835,"4B","4B"
1819,1892,"4B","4B"
1831,1865,"4B","4B"
1435,1578,"5B","5B"
1458,1522,"5A","5A"
1458,1637,"5A","5A"
1461,1637,"5A","5A"
1498,1522,"5A","5A"
1546,1815,"4A","4A"
1551,1572,"3B","3B"
1552,1685,"3B","3B"
1558,1579,"3B","3B"
1606,1616,"2A","2A"
1632,1835,"4B","4B"
1706,1851,"2B","2B"
1706,1861,"2B","2B"
1711,1759,"1A","1A"
1757,1789,"1A","1A"
1766,1772,"1A","1A"
1818,1865,"4B","4B"
1819,1847,"4B","4B"
1831,1865,"4B","4B"
1835,1847,"4B","4B"
1883,1897,"2B","2B"
1452,1468,"5A","5A"
1458,1637,"5A","5A"
1498,1522,"5A","5A"
1504,1705,"4A","4A"
1516,1751,"5A","5A"
1522,1637,"5A","5A"
1551,1594,"3B","3B"
1552,1685,"3B","3B"
1558,1579,"3B","3B"
1562,1567,"3B","3B"
1606,1616,"2A","2A"
1704,1872,"2B","2B"
1706,1708,"2B","2B"
1711,1759,"1A","1A"
1723,1809,"3A","3A"
1737,1780,"3A","3A"
1749,1863,"2B","2B"
1757,1789,"1A","1A"
1766,1772,"1A","1A"
1795,1859,"3A","3A"
1855,1872,"2B","2B"
1877,1890,"2B","2B"
1883,1897,"2B","2B"
1458,1522,"5A","5A"
1458,1637,"5A","5A"
1498,1522,"5A","5A"
1504,1705,"4A","4A"
1562,1567,"3B","3B"
1567,1707,"3B","3B"
1687,1908,"1B","1B"
1711,1759,"1A","1A"
1718,1855,"2B","2B"
1723,1809,"3A","3A"
1749,1863,"2B","2B"
1766,1772,"1A","1A"
1778,1789,"1A","1A"
1452,1468,"5A","5A"
1458,1522,"5A","5A"
1498,1522,"5A","5A"
1504,1705,"4A","4A"
1552,1685,"3B","3B"
1567,1707,"3B","3B"
1650,1718,"Teachers","2B"
1661,1687,"1B","1B"
1706,1851,"2B","2B"
1711,1759,"1A","1A"
1718,1855,"2B","2B"
1739,1872,"2B","2B"
1749,1863,"2B","2B"
1835,1865,"4B","4B"
1452,1468,"5A","5A"
1458,1522,"5A","5A"
1504,1705,"4A","4A"
1552,1685,"3B","3B"
1562,1567,"3B","3B"
1650,1718,"Teachers","2B"
1656,1675,"1B","1B"
1670,1920,"1B","1B"
1673,1674,"1B","1B"
1698,1765,"1B","1B"
1702,1889,"2B","2B"
1706,1851,"2B","2B"
1738,1780,"3A","3A"
1770,1774,"1A","1A"
1775,1787,"1A","1A"
1778,1789,"1A","1A"
1835,1865,"4B","4B"
1458,1493,"5A","5A"
1498,1522,"5A","5A"
1516,1751,"5A","5A"
1552,1555,"3B","3B"
1580,1685,"3B","3B"
1632,1835,"4B","4B"
1656,1698,"1B","1B"
1661,1687,"1B","1B"
1663,1765,"1B","1B"
1675,1681,"1B","1B"
1675,1765,"1B","1B"
1687,1908,"1B","1B"
1696,1908,"1B","1B"
1702,1889,"2B","2B"
1704,1713,"2B","2B"
1706,1851,"2B","2B"
1711,1759,"1A","1A"
1738,1780,"3A","3A"
1748,1833,"3A","3A"
1778,1789,"1A","1A"
1803,1865,"4B","4B"
1835,1847,"4B","4B"
1457,1522,"5A","5A"
1458,1493,"5A","5A"
1458,1637,"5A","5A"
1468,1477,"5A","5A"
1516,1751,"5A","5A"
1551,1572,"3B","3B"
1552,1685,"3B","3B"
1567,1707,"3B","3B"
1580,1685,"3B","3B"
1632,1835,"4B","4B"
1656,1675,"1B","1B"
1673,1675,"1B","1B"
1711,1759,"1A","1A"
